STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Chhattisgarh,Dantewada,PMGSY-III,5,0,5,0,0,0,37.3,16.1087,37.3,13.9301,0
Chhattisgarh,Dhamtari,PMGSY-I,229,33,229,33,0,0,835.261,263.73067,789.978,254.9381,0
Chhattisgarh,Dhamtari,PM-JANMAN,10,0,0,0,10,0,29.132,15.8442,0,0,29.132
Chhattisgarh,Durg,PMGSY-II,7,0,7,0,0,0,69.425,40.3848,68.995,34.6997,0
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-II,5,0,5,0,0,0,65.615,46.60519,66.12,44.8879,0
Chhattisgarh,Jangir-Champa,PMGSY-III,21,1,21,0,0,1,213.05,147.44477,214.07,124.7749,0
Chhattisgarh,Kanker,PMGSY-III,28,3,28,1,0,2,292.79,184.60504,294.04,169.0023,0
Chhattisgarh,Kondagaon,PMGSY-III,27,4,27,1,0,3,269.89,191.5893,267.885,165.094,0
Chhattisgarh,Korba,PM-JANMAN,22,0,0,0,22,0,104.2,85.3571,0,0,104.2
Chhattisgarh,Mahasamund,PMGSY-I,292,16,292,16,0,0,1151.28,348.5009,1102.227,323.8321,0
Chhattisgarh,Mahasamund,PMGSY-II,6,0,6,0,0,0,90.57,54.0913,87.657,50.9777,0
Chhattisgarh,Narayanpur,PMGSY-I,94,1,92,1,2,0,344.835,191.55853,335.065,189.1602,10
Chhattisgarh,Raipur,PMGSY-I,85,1,85,1,0,0,371.155,114.48731,353.042,104.6007,0
Chhattisgarh,Rajnandgaon,PMGSY-I,734,16,733,16,1,0,2597.244,819.24598,2496.41,822.3688,9.735
Chhattisgarh,Sukma,PMGSY-III,6,0,6,0,0,0,77.05,42.1025,76.35,32.5968,0
Chhattisgarh,Surajpur,PMGSY-II,4,0,4,0,0,0,64.15,40.1638,63.862,27.7811,0
Chhattisgarh,Surguja,PM-JANMAN,51,0,0,0,51,0,189.402,148.2027,0,0,189.402
Goa,"South Goa",PMGSY-I,31,0,31,0,0,0,85.98,6.8733,85.98,0,0
Gujarat,Banaskantha,PMGSY-II,4,0,4,0,0,0,63.64,32.2719,60.86,27.6393,0
Gujarat,Bharuch,PMGSY-III,8,1,5,0,3,1,84.667,53.37982,56.812,38.734,25.947
Gujarat,Chhotaudepur,PMGSY-III,7,5,7,0,0,5,74.244,62.5979,73.63,43.9234,0
Gujarat,Gandhinagar,PMGSY-III,7,1,7,0,0,1,69.38,43.20693,67.608,31.6639,0
Gujarat,Jamnagar,PMGSY-I,72,0,72,0,0,0,243.655,33.8307,239.925,32.6411,0
Gujarat,Junagadh,PMGSY-III,12,3,9,0,3,3,128.809,80.71202,112.894,52.72,14.855
Gujarat,Kheda,PMGSY-II,3,4,3,4,0,0,42.39,38.3096,42.47,28.7472,0
Gujarat,Kutch,PMGSY-I,129,0,129,0,0,0,757.26,213.4558,755.43,222.4805,0
Gujarat,Mehsana,PMGSY-I,67,0,67,0,0,0,131.01,23.2268,131.01,22.0738,0
Gujarat,Morbi,PMGSY-II,1,4,1,4,0,0,17.4,10.6342,16.11,8.789,0
Gujarat,Narmada,PMGSY-I,74,3,74,3,0,0,271.39,78.4196,271.07,85.5156,0
Gujarat,Panchmahals,PMGSY-I,392,1,392,1,0,0,809.77,221.7344,795.94,233.123,0
Gujarat,Porbandar,PMGSY-II,2,0,2,0,0,0,12.3,3.9311,12.3,3.7854,0
Gujarat,Sabarkantha,PMGSY-I,149,1,149,1,0,0,458.49,99.5148,444.84,96.7314,0
Gujarat,Surat,PMGSY-I,155,0,155,0,0,0,443.89,103.6383,436.02,106.1618,0
Gujarat,Tapi,PMGSY-I,189,2,189,2,0,0,460.005,161.0557,459.807,167.5964,0
Gujarat,Vadodara,PMGSY-III,8,0,8,0,0,0,83.465,52.2316,81.941,48.1604,0
Haryana,Bhiwani,PMGSY-II,3,0,3,0,0,0,32.34,23.4998,32.34,18.6206,0
Haryana,Bhiwani,PMGSY-III,19,0,19,0,0,0,216.161,80.12683,214.033,78.5132,0
Haryana,Faridabad,PMGSY-III,2,0,1,0,1,0,11.77,4.38726,5.72,1.9845,6.05
Haryana,Fatehabad,PMGSY-I,18,0,18,0,0,0,205.46,67.7108,205.342,59.351,0
Haryana,Gurgaon,PMGSY-II,2,0,2,0,0,0,28.815,24.098,28.815,18.199,0
Haryana,Hisar,PMGSY-I,29,0,29,0,0,0,374.19,72.6718,373.615,70.1549,0
Haryana,Jhajjar,PMGSY-I,30,0,30,0,0,0,321.21,120.97,321.73,107.6937,0
Haryana,Karnal,PMGSY-I,21,0,21,0,0,0,185.7,68.9537,185.5,62.4072,0
Haryana,Karnal,PMGSY-III,10,0,10,0,0,0,63.88,34.53308,61.406,28.7263,0
Haryana,Mewat,PMGSY-I,12,0,12,0,0,0,136.56,47.271,136.58,47.7689,0
Haryana,Panchkula,PMGSY-II,1,0,1,0,0,0,6.4,4.1956,6.4,3.9212,0
Haryana,Panipat,PMGSY-II,4,0,4,0,0,0,33.59,31.7896,33.239,22.9247,0
Haryana,Rewari,PMGSY-I,22,0,22,0,0,0,238.406,84.1866,238.318,70.4965,0
Haryana,Sirsa,PMGSY-II,4,2,4,2,0,0,70.28,60.5244,70.02,56.3356,0
Haryana,Sirsa,PMGSY-III,28,0,26,0,2,0,326.16,196.4264,304.517,169.0252,19.28
Haryana,"Yamuna Nagar",PMGSY-III,8,0,8,0,0,0,56.51,20.90174,55.211,18.5746,0
"Himachal Pradesh",Bilaspur,PMGSY-I,151,0,151,0,0,0,742.475,235.7682,723.884,223.8714,0
"Himachal Pradesh",Bilaspur,PMGSY-II,6,0,6,0,0,0,67.425,56.4592,66.315,57.1789,0
"Himachal Pradesh",Chamba,PMGSY-II,6,0,5,0,1,0,109.53,87.984,109.53,80.1539,0
"Himachal Pradesh",Kangra,PMGSY-I,779,18,778,17,1,1,3190.634,949.49646,3135.685,833.0668,14.4
"Himachal Pradesh",Kullu,PMGSY-I,250,6,241,6,9,0,1871.363,734.0279,1782.442,668.7109,29.256
"Himachal Pradesh",Kullu,PMGSY-III,21,1,1,0,20,1,206.44,200.7191,47.395,49.0715,159.045
"Himachal Pradesh",Solan,PMGSY-II,9,0,9,0,0,0,71.265,52.1855,71.265,53.9967,0
"Himachal Pradesh",Una,PMGSY-II,9,1,9,1,0,0,85.345,75.988,83.729,77.9454,0
"Jammu And Kashmir",Anantnag,PMGSY-II,8,0,7,0,1,0,38,46.4836,35.393,35.4028,2
"Jammu And Kashmir",Budgam,PMGSY-II,6,0,6,0,0,0,45.1,51.6965,42.25,36.3514,0
"Jammu And Kashmir",Kupwara,PMGSY-I,162,9,162,9,0,0,765.43,561.5127,744.819,522.9285,0
"Jammu And Kashmir",Kupwara,PMGSY-III,15,0,6,0,9,0,125.756,109.80046,49.73,45.0112,75.516
"Jammu And Kashmir",Poonch,PMGSY-II,4,0,4,0,0,0,37.2,36.9502,37.2,32.2794,0
"Jammu And Kashmir",Poonch,PMGSY-III,3,11,0,0,3,11,86.4,202.74419,22,44.3322,64.4
"Jammu And Kashmir",Rajouri,PMGSY-III,17,4,3,0,14,4,167.95,235.0394,52.15,91.089,115.8
"Jammu And Kashmir",Ramban,PMGSY-II,1,0,1,0,0,0,3,2.1229,3,1.5182,0
"Jammu And Kashmir",Reasi,PMGSY-I,154,22,140,15,14,7,1505.005,1033.30034,1407.028,752.0851,79.155
"Jammu And Kashmir",Samba,PMGSY-II,4,1,4,1,0,0,10.1,9.6632,10.1,7.1517,0
"Jammu And Kashmir",Samba,PMGSY-III,6,3,5,0,1,3,22.305,75.529,19.12,23.3559,3.175
"Jammu And Kashmir",Shopian,PMGSY-II,2,0,2,0,0,0,23.65,28.5239,23,21.8045,0
"Jammu And Kashmir",Udhampur,PMGSY-II,7,0,7,0,0,0,59.3,70.7923,55.9,56.1893,0
"Jammu And Kashmir",Udhampur,PMGSY-III,14,2,5,0,9,2,157.6,199.78726,66.225,73.773,89.925
Jharkhand,Bokaro,RCPLWEA,13,12,13,6,0,6,91.075,110.99275,91.071,99.884,0
Jharkhand,Deoghar,PMGSY-I,177,30,177,30,0,0,587.009,258.17225,556.692,221.8802,0
Jharkhand,Deoghar,PMGSY-II,8,0,8,0,0,0,78.895,41.2617,78.178,34.1931,0
Jharkhand,Dhanbad,PMGSY-II,5,0,5,0,0,0,39.541,18.0058,39.535,15.3543,0
Jharkhand,Dumka,RCPLWEA,9,2,9,2,0,0,57.803,48.7926,57.803,42.9969,0
Jharkhand,Dumka,PMGSY-III,23,3,12,0,11,3,224.1,166.3037,120.86,91.377,103.15
Jharkhand,Garhwa,PMGSY-II,7,1,7,1,0,0,74.93,48.9372,74.684,42.5739,0
Jharkhand,Garhwa,RCPLWEA,14,23,12,21,2,2,136.506,150.98917,124.906,91.6204,11.6
Jharkhand,Giridih,PMGSY-II,8,0,8,0,0,0,81.675,49.3679,81.675,29.0317,0
Jharkhand,Giridih,PMGSY-III,29,5,4,0,25,5,258.785,167.36601,56.26,54.7104,202.525
Jharkhand,Godda,PMGSY-I,157,15,157,15,0,0,586.195,235.78493,576.343,236.8575,0
Jharkhand,Gumla,PMGSY-I,546,36,544,36,2,0,1865.532,627.57925,1834.769,597.0424,0.1
Jharkhand,Gumla,PMGSY-III,23,6,18,0,5,6,219.8,137.51727,188.992,161.6655,27.27
Jharkhand,Palamu,PMGSY-III,25,13,0,0,25,13,223.406,175.30965,0,23.671,223.406
Jharkhand,Palamu,PM-JANMAN,6,0,0,0,6,0,18.935,16.7886,0,0,18.935
Jharkhand,"Purbi Singhbhum",PMGSY-I,668,5,668,5,0,0,1952.658,645.03775,1875.058,585.323,0
Jharkhand,"Purbi Singhbhum",RCPLWEA,5,2,1,2,4,0,21.65,29.89835,11.5,19.0701,10.15
Jharkhand,"Saraikela Kharsawan",PMGSY-I,200,3,196,3,4,0,675.932,226.6499,616.539,197.7627,13.528
Jharkhand,"Saraikela Kharsawan",PMGSY-III,17,2,3,0,14,2,159.875,96.29145,49.736,45.8956,110.134
Karnataka,Bellary,PMGSY-II,8,2,8,2,0,0,70.02,31.8604,68.31,30.1544,0
Karnataka,Bellary,PMGSY-III,29,1,25,1,4,0,214.017,132.70317,187.755,120.0387,21.92
Karnataka,Bidar,PMGSY-III,35,0,27,0,8,0,189.06,102.67988,175.761,90.8094,11.02
Karnataka,Chamarajanagar,PMGSY-III,17,0,17,0,0,0,111.285,57.26696,108.93,56.9493,0
Karnataka,Chitradurga,PMGSY-III,26,0,26,0,0,0,168.18,88.6759,167.91,85.6792,0
Karnataka,Davanagere,PMGSY-II,10,0,10,0,0,0,69.28,33.3206,67.03,33.6692,0
Karnataka,Hassan,PMGSY-I,199,0,199,0,0,0,628.11,129.815,628.46,145.1988,0
Karnataka,Haveri,PMGSY-III,26,4,20,3,6,1,213.83,149.84251,191.149,115.3226,17.481
Karnataka,Mandya,PMGSY-II,11,0,11,0,0,0,70.27,24.5324,70.27,25.3148,0
Karnataka,Ramnagar,PMGSY-I,74,0,74,0,0,0,282.09,46.1142,282.09,53.2614,0
Karnataka,Ramnagar,PMGSY-III,22,0,17,0,5,0,106.65,59.5909,97.702,49.3821,7.955
Karnataka,Shimoga,PMGSY-II,13,1,13,1,0,0,100.89,48.1741,97.695,43.6212,0
Karnataka,"Uttara Kannada",PMGSY-I,105,2,105,2,0,0,604.202,140.7259,604.202,171.0855,0
Karnataka,Yadgir,PMGSY-I,36,1,36,1,0,0,240.49,48.2724,240.49,52.9383,0
Karnataka,Yadgir,PMGSY-III,18,0,16,0,2,0,130.975,84.04193,123.338,82.131,7.36
Kerala,Ernakulam,PMGSY-I,65,1,65,1,0,0,130.695,53.7921,130.318,58.5513,0
Kerala,Idukki,PMGSY-II,12,0,11,0,1,0,58.557,52.115,58.06,43.2253,0.45
Kerala,Kannur,PMGSY-II,9,2,6,2,3,0,49.057,50.73585,48.022,39.4743,0.543
Kerala,Kottayam,PMGSY-I,61,0,59,0,2,0,151.898,74.0742,143.087,91.701,6.883
Kerala,Kottayam,PMGSY-III,23,1,6,0,17,1,101.052,87.39754,27.905,25.2676,73.116
Kerala,Kozhikode,PMGSY-II,9,0,9,0,0,0,28.656,27.23771,28.448,23.9511,0
Kerala,Kozhikode,PMGSY-III,14,0,2,0,12,0,74.389,82.65528,9.338,12.974,64.849
Kerala,Palakkad,PMGSY-III,25,2,2,0,23,2,135.815,132.32241,43.835,21.1836,91.889
Kerala,Pathanamthitta,PMGSY-I,78,0,75,0,3,0,186.627,88.0831,174.127,106.5896,8
Kerala,Thrissur,PMGSY-II,11,0,11,0,0,0,35.671,22.2808,34.788,16.919,0
Kerala,Wayanad,PMGSY-III,11,2,2,0,9,2,69.09,66.20637,26.268,13.7829,42.822
Ladakh,Kargil,PMGSY-I,88,2,83,2,5,0,624.385,488.9227,594.99,442.2754,13.5
Ladakh,Kargil,PMGSY-II,8,1,6,1,2,0,43.3,54.9769,41.85,47.1125,1.6
Ladakh,Leh,PMGSY-III,23,0,0,0,23,0,208.935,209.48455,7.72,7.4023,201.215
"Madhya Pradesh",Agar,PMGSY-I,211,9,211,9,0,0,783.07,288.8866,772.568,255.4793,0
"Madhya Pradesh",Agar,PMGSY-III,16,17,12,11,4,6,151.774,133.7087,140.908,80.3262,7.695
"Madhya Pradesh",Alirajpur,PMGSY-III,21,20,21,12,0,8,205.02,189.05843,200.374,110.8121,0
"Madhya Pradesh",Anuppur,PM-JANMAN,34,0,0,0,34,0,84.51,60.7638,0,0,84.51
"Madhya Pradesh","Ashok Nagar",PMGSY-III,12,8,12,7,0,1,170.99,148.04461,170.034,122.1967,0
"Madhya Pradesh",Balaghat,PMGSY-II,13,5,11,5,2,0,152.395,91.9018,147.515,82.4429,4.6
"Madhya Pradesh",Betul,PMGSY-I,660,38,660,38,0,0,2682.815,922.72559,2551.232,940.0281,0
"Madhya Pradesh",Bhind,PMGSY-III,22,2,17,2,5,0,192.832,128.80379,183.685,98.5667,7.245
"Madhya Pradesh",Bhopal,PMGSY-II,2,1,2,1,0,0,51.23,42.4647,50.202,36.7711,0
"Madhya Pradesh",Chhindwara,PMGSY-I,845,17,845,15,0,2,3419.285,1109.39039,3318.126,1080.598,0
"Madhya Pradesh",Chhindwara,PMGSY-II,9,13,9,13,0,0,197.48,148.0918,189.237,132.1138,0
"Madhya Pradesh",Dewas,PMGSY-II,6,0,6,0,0,0,95.19,64.6193,93.056,58.3559,0
"Madhya Pradesh",Hoshangabad,PMGSY-I,302,6,302,6,0,0,1090.065,384.5404,1039.871,419.6596,0
"Madhya Pradesh",Khargone,PMGSY-I,479,38,479,37,0,1,2052.005,696.55118,1952.571,640.905,0
"Madhya Pradesh",Mandsour,PMGSY-I,355,4,355,3,0,1,1675.945,527.265,1635.379,442.8301,0
"Madhya Pradesh",Mandsour,PMGSY-III,7,13,7,11,0,2,192.736,169.80764,189.417,120.3731,0
"Madhya Pradesh",Narsinghpur,PMGSY-III,26,11,14,1,12,10,231.108,159.89536,225.995,103.0901,3.826
"Madhya Pradesh",Neemuch,PMGSY-I,150,0,150,0,0,0,710.495,201.2118,698.652,182.7586,0
"Madhya Pradesh",Neemuch,PMGSY-II,3,2,3,2,0,0,56.46,42.4354,56.064,38.7124,0
"Madhya Pradesh",Panna,PMGSY-III,17,20,13,8,4,12,238.505,219.4823,211.967,125.2372,23.76
"Madhya Pradesh",Ratlam,PMGSY-III,18,22,18,15,0,7,231.447,216.06439,226.711,136.0733,0
"Madhya Pradesh",Satna,PM-JANMAN,1,0,0,0,1,0,2.85,2.43826,0,0,2.85
"Madhya Pradesh",Shahdol,PMGSY-II,4,0,4,0,0,0,77.265,48.40597,77.335,41.6618,0
"Madhya Pradesh",Sheopur,PMGSY-III,15,18,12,16,3,2,162.54,159.64219,153.899,109.1769,6.82
"Madhya Pradesh",Shivpuri,PMGSY-I,526,13,526,13,0,0,2123.238,632.83899,2047.805,503.7602,0
"Madhya Pradesh",Singrauli,PMGSY-I,296,8,296,7,0,1,1808.155,578.93949,1727.811,567.2492,0
"Madhya Pradesh",Tikamgarh,PMGSY-III,23,4,23,1,0,3,215.698,159.14235,214.144,100.9285,0
"Madhya Pradesh",Ujjain,PMGSY-III,18,29,16,13,2,16,264.332,263.47195,258.313,176.2568,1.87
"Madhya Pradesh",Umaria,PM-JANMAN,6,0,0,0,6,0,17.85,12.27678,0,0,17.85
Maharashtra,Ahmednagar,PMGSY-II,19,3,19,3,0,0,133.9,72.7943,126.53,68.16,0
Maharashtra,Akola,PMGSY-I,125,15,125,15,0,0,622.99,165.1223,607.89,162.5296,0
Maharashtra,Aurangabad,PMGSY-I,167,44,167,44,0,0,672.085,182.5027,659.03,174.4602,0
Maharashtra,Bhandara,PMGSY-III,24,1,17,0,7,1,148.61,112.12138,107.993,75.9427,38.162
Maharashtra,Dhule,PMGSY-II,7,6,7,6,0,0,59.29,35.8535,59.29,30.0629,0
Maharashtra,Gadchiroli,RCPLWEA,26,68,17,51,9,17,487.716,688.75014,402.231,365.8335,85.485
Maharashtra,Gondia,PMGSY-I,241,13,240,13,1,0,853.052,183.9845,819.547,172.6935,0.8
Maharashtra,Jalna,PMGSY-III,26,20,17,0,9,20,149.075,164.24508,107.189,102.8406,40.1
Maharashtra,Kolhapur,PMGSY-III,39,0,12,0,27,0,196.845,144.25181,64.455,80.8064,132.365
Maharashtra,Latur,PMGSY-I,196,44,196,44,0,0,617.392,178.2271,617.392,186.0695,0
Maharashtra,Nanded,PMGSY-II,15,5,15,5,0,0,107.23,64.4296,107.03,53.6438,0
Maharashtra,Nandurbar,PMGSY-I,194,28,190,28,4,0,1192.22,579.4886,1154.73,697.2979,17.68
Maharashtra,Nashik,PMGSY-II,20,4,20,4,0,0,138.255,79.8756,137.725,84.012,0
Maharashtra,Nashik,PMGSY-III,68,16,18,0,50,16,420.105,353.6545,139.865,148.2641,276.84
Maharashtra,Osmanabad,PMGSY-I,135,44,135,44,0,0,461.4,125.198,461.4,120.056,0
Maharashtra,Parbhani,PMGSY-I,165,18,165,18,0,0,474.795,116.425,454.067,137.3005,0
Maharashtra,Pune,PMGSY-I,259,16,258,16,1,0,1444.48,397.1502,1423.542,418.2672,3.12
Maharashtra,Pune,PMGSY-II,19,0,19,0,0,0,128.54,71.0317,124.44,68.8709,0
Maharashtra,Sangali,PMGSY-I,207,8,207,8,0,0,692.662,151.3623,676.734,153.4437,0
Maharashtra,Sangali,PMGSY-III,29,2,5,0,24,2,180.753,152.26086,56.346,49.9,124.287
Maharashtra,Wardha,PMGSY-III,17,17,15,0,2,17,104.12,112.96683,100.531,67.4461,1.97
Maharashtra,Washim,PMGSY-I,104,9,104,9,0,0,479.75,102.462,473.08,98.9662,0
Maharashtra,Washim,PMGSY-III,17,8,7,0,10,8,103.935,97.89375,77.115,55.293,25.815
Manipur,Churachandpur,PMGSY-II,3,0,3,0,0,0,10,8.0534,10,6.7823,0
Manipur,Churachandpur,PMGSY-III,3,0,0,0,3,0,22.14,18.76678,0,0,22.14
Manipur,"Imphal East",PMGSY-II,15,0,14,0,1,0,85.72,71.2072,85.52,58.6697,0.2
Manipur,"Imphal East",PMGSY-III,10,0,0,0,10,0,79.39,76.83461,0,0,79.39
Manipur,Senapati,PMGSY-I,276,33,264,29,12,4,2028.13,881.77681,1969.52,821.1228,34.21
Manipur,Senapati,PMGSY-III,10,0,0,0,10,0,103.1,82.47903,0,0,103.1
Manipur,Thoubal,PMGSY-I,185,17,184,13,1,4,563.599,288.25917,570.77,242.4814,0
Manipur,Thoubal,PMGSY-II,10,0,10,0,0,0,59.35,51.038,59.35,42.2726,0
Manipur,Ukhrul,PMGSY-I,190,28,165,25,25,3,1866.304,817.54852,1641.723,744.7874,224.1
Manipur,Ukhrul,PMGSY-II,3,0,3,0,0,0,39,33.217,39,26.6118,0
Meghalaya,"East Garo Hills",PMGSY-I,132,22,125,22,7,0,560.179,412.41858,528.79,413.9059,28.687
Meghalaya,"East Garo Hills",PMGSY-III,6,0,0,0,6,0,40.91,41.3175,0.8,3.9458,40.11
Meghalaya,"South Garo Hills",PMGSY-I,35,19,30,18,5,1,132.048,185.8368,121.116,174.6627,11.163
Mizoram,Lawngtlai,PMGSY-I,56,0,46,0,10,0,549.6,437.4462,540.73,406.2075,4.55
Mizoram,Lunglei,PMGSY-III,3,0,0,0,3,0,131.5,169.8143,0,0,131.5
Nagaland,Kiphire,PMGSY-I,38,10,37,10,1,0,667.74,243.3672,655.74,241.5537,12
Nagaland,Kiphire,PMGSY-II,1,0,1,0,0,0,17,16.97,17,16.97,0
Nagaland,Kohima,PMGSY-III,5,0,0,0,5,0,73.34,59.1648,0,0,73.34
Nagaland,Longleng,PMGSY-I,15,2,15,2,0,0,192.5,43.2802,192.5,42.3356,0
Nagaland,Mokokchung,PMGSY-III,3,0,0,0,3,0,36.07,30.593,0,0,36.07
Nagaland,Peren,PMGSY-II,1,1,1,1,0,0,17,19.1551,17,18.5634,0
Nagaland,Wokha,PMGSY-III,4,0,0,0,4,0,63.85,69.5409,0,0,63.85
Nagaland,Zunheboto,PMGSY-I,41,5,41,5,0,0,443.64,118.7847,444,118.6371,0
Nagaland,Zunheboto,PMGSY-II,1,0,1,0,0,0,18,16.6787,18,16.6788,0
Odisha,Balangir,PMGSY-I,923,28,923,28,0,0,2874.222,1080.0627,2748.716,980.823,0
Odisha,Balangir,PMGSY-II,20,4,20,4,0,0,168.095,63.79086,164.485,53.508,0
Odisha,Balasore,PMGSY-II,28,0,28,0,0,0,140.4,68.72102,140.861,63.7939,0
Odisha,Bargarh,PMGSY-III,49,10,41,8,8,2,366.35,246.97481,325.607,213.4584,32.788
Odisha,Dhenkanal,PMGSY-II,15,1,15,1,0,0,93.4,41.04391,91.985,38.4755,0
Odisha,Dhenkanal,PMGSY-III,35,0,33,0,2,0,286.46,181.3097,265.306,156.463,11.51
Odisha,Gajapati,PMGSY-II,12,0,12,0,0,0,83.01,42.8421,83.609,38.3411,0
Odisha,Gajapati,PMGSY-III,36,0,36,0,0,0,198,124.7562,196.758,118.2245,0
Odisha,Gajapati,PM-JANMAN,9,1,0,0,9,1,38.05,39.4394,0,0,38.05
Odisha,Jagatsinghpur,PMGSY-II,10,0,10,0,0,0,71.56,35.974,71.53,28.2318,0
Odisha,Jajpur,PMGSY-II,34,0,34,0,0,0,112.007,49.8446,109.56,43.5532,0
Odisha,Kandhamal,PMGSY-I,395,30,395,30,0,0,1735.042,710.59794,1659.08,737.4596,0
Odisha,Kandhamal,PMGSY-II,27,0,27,0,0,0,144.974,58.3083,142.047,49.4905,0
Odisha,Kandhamal,RCPLWEA,2,0,0,0,2,0,26.47,21.5269,0,5.6295,26.47
Odisha,Kandhamal,PMGSY-III,53,3,46,3,7,0,355.132,205.6077,311.612,177.0394,35.2
Odisha,Kendrapara,PMGSY-I,397,5,397,5,0,0,1550.057,762.6803,1514.899,789.2279,0
Odisha,Keonjhar,PMGSY-I,780,22,780,21,0,1,3149.791,1258.3727,3065.982,1284.4338,0
Odisha,Khurda,PMGSY-I,336,6,336,6,0,0,1104.998,485.3769,1070.264,464.2489,0
Odisha,Khurda,PMGSY-II,18,0,18,0,0,0,117.3,55.0978,120.067,64.1616,0
Odisha,Malkangiri,PMGSY-III,37,4,21,1,16,3,247.285,156.37492,195.41,108.5913,50.095
Odisha,Malkangiri,PM-JANMAN,1,0,0,0,1,0,9.5,8.6044,0,0,9.5
Odisha,Mayurbhanj,PMGSY-I,1263,32,1263,32,0,0,4546.134,1828.07024,4349.94,1866.873,0
Odisha,Nuapara,PMGSY-I,307,6,306,6,1,0,1391.95,527.444,1366.908,490.7307,3.01
Odisha,Nuapara,PMGSY-II,8,0,8,0,0,0,59.371,19.6178,59.292,16.837,0
Odisha,Puri,PMGSY-I,634,8,634,8,0,0,2028.235,1028.8145,1963.892,1028.8642,0
Odisha,Sambalpur,PMGSY-I,544,23,544,23,0,0,1940.8,781.03568,1878.653,737.9143,0
Odisha,Sundargarh,PMGSY-II,22,4,22,4,0,0,173.05,90.8182,172.623,79.3507,0
Odisha,Sundargarh,PMGSY-III,72,7,69,6,3,1,495.054,308.58704,468.264,263.2885,13.728
Puducherry,Karaikal,PMGSY-II,16,0,10,0,6,0,27.83,10.8717,14.331,9.1361,12.66
Punjab,Barnala,PMGSY-I,19,0,19,0,0,0,191.51,89.8188,191.51,85.5467,0
Punjab,Barnala,PMGSY-III,9,1,8,0,1,1,115.59,101.43958,99.104,68.9018,16.17
Punjab,Bathinda,PMGSY-III,17,1,5,0,12,1,155.735,117.75286,57.415,36.75,98.32
Punjab,Faridkot,PMGSY-III,13,0,6,0,7,0,122.635,103.76198,68.68,50.487,53.96
Punjab,Fazilka,PMGSY-I,54,0,54,0,0,0,355.07,133.6194,355.065,125.5614,0
Punjab,Fazilka,PMGSY-II,10,1,10,1,0,0,96.7,66.24525,96.6,62.361,0
Punjab,Gurdaspur,PMGSY-III,31,2,8,0,23,2,260.325,225.6335,75.37,43.6007,182.215
Punjab,Hoshiarpur,PMGSY-II,2,0,2,0,0,0,25.6,18.2157,25.6,13.5352,0
Punjab,Ludhiana,PMGSY-II,12,0,12,0,0,0,132.74,83.1042,132.56,83.1156,0
Punjab,Moga,PMGSY-II,10,1,10,1,0,0,110.76,68.2654,110.4,65.1958,0
Punjab,Mohali,PMGSY-I,8,0,8,0,0,0,63.47,28.1931,62.97,25.1317,0
Punjab,Pathankot,PMGSY-III,6,1,2,0,4,1,51.55,58.01704,21.15,18.4238,30.4
Punjab,Ropar,PMGSY-I,39,0,39,0,0,0,200.02,74.2851,192.02,73.5183,0
Punjab,Sangrur,PMGSY-I,52,0,52,0,0,0,499.49,217.7255,498.75,200.7852,0
Punjab,"Tarn Taran",PMGSY-III,24,2,6,0,18,2,207.29,156.28408,81.606,45.0064,124.36
Rajasthan,Alwar,PMGSY-III,24,0,22,0,2,0,197.842,112.27441,189.143,85.0598,5.663
Rajasthan,Balotra,PMGSY-I,727,0,727,0,0,0,3508.245,591.3053,3440.297,517.4166,0
Rajasthan,Balotra,PMGSY-III,17,0,16,0,1,0,211.55,93.56718,206.05,64.6985,1
Rajasthan,Baran,PMGSY-I,311,12,311,12,0,0,1243.166,301.2303,1171.87,302.0229,0
Rajasthan,Beawar,PMGSY-I,174,0,174,0,0,0,607.68,104.0071,593.4,92.2855,0
Rajasthan,Bhilwara,PMGSY-II,9,0,9,0,0,0,77.55,22.2525,77.55,17.1029,0
Rajasthan,Bikaner,PMGSY-II,9,0,9,0,0,0,84,23.6534,84,18.4886,0
Rajasthan,Bundi,PMGSY-I,282,1,282,1,0,0,1006.3,256.4899,989.736,241.6649,0
Rajasthan,Bundi,PMGSY-III,23,5,20,0,3,5,177.383,130.0819,152.57,74.2093,19.6
Rajasthan,Churu,PMGSY-II,6,0,6,0,0,0,78.425,24.593,78.425,18.37,0
Rajasthan,Deeg,PMGSY-I,166,0,166,0,0,0,571.39,109.0053,553.75,103.8543,0
Rajasthan,Deeg,PMGSY-III,13,0,13,0,0,0,100.57,74.12449,99.87,64.6454,0
Rajasthan,Dholpur,PMGSY-II,5,0,5,0,0,0,42.8,17.2821,42.8,15.923,0
Rajasthan,Hanumangarh,PMGSY-II,9,0,9,0,0,0,102.6,35.54673,102.6,29.7621,0
